paper_id,priority_score,reasons,in_top_n,has_any_section,has_primary_section,eligible_pdf,last_attempt_outcome,last_attempt_ts,retry_class,retry_priority,access_strategy,publication_year,title,source_url,doi,arxiv_id,openalex_id,s2_paper_id
01KS6JQEN61HC61ZVG4B5VMT4P,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Simple approach for extending the ambiguity-free-range of dual-comb ranging,https://arxiv.org/pdf/2106.05394.pdf,10.1364/OL.427816,2106.05394,W3167592279,ba22163286251bd891f8d36ef336a8986494909b
01KS6JQF9PAAJG060P1TN08606,13.0,future edge target|future_endpoint,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Dissipative Kerr solitons in semiconductor ring lasers,https://arxiv.org/pdf/2106.05078.pdf,10.1038/s41566-021-00927-3,2106.05078,W4206270424,ab16ac5ae9aa6516c75e7b17d838e310f14dc9be
01KS6JQHDYCV7S0P7SZS41BQ44,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Efficient and compact thermo-optic phase shifter in silicon-rich silicon nitride,https://arxiv.org/pdf/2106.09476.pdf,10.1364/OL.431757,2106.09476,W3171607420,aa72fc76b6c5ae3399c86f05ebc906f173b22f53
01KS6JQKNJCGMPVRXXP0VWMDES,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Quantum Gases in Optical Boxes,https://arxiv.org/pdf/2106.09716.pdf,10.1038/s41567-021-01403-z,2106.09716,W4205336138,28611b1577e2f95601a4a664263e019b68fdca17
01KS6JQKPZQ0WCGTKPT3FT43HT,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,"A 3.5-THz, x6-Harmonic, Single-Ended Schottky Diode Mixer for Frequency Stabilization of Quantum-Cascade Lasers",https://arxiv.org/pdf/2107.03532.pdf,10.1109/TTHZ.2021.3115730,2107.03532,W3203157351,3d0fea6010586fa35ceb9aca29276be033762241
01KS6JQKY06KAXTDBW7S4135DN,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Ultrafast electron dynamics in platinum and gold thin films driven by optical and terahertz fields,https://arxiv.org/pdf/2106.10009.pdf,10.1063/5.0068086,2106.10009,W3173538719,661bd8cd06ffa265d3e16d97f48abcaf2eee8e51
01KS6JQMQZD0S6S59JNW52WMT7,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Single-chip photonic deep neural network for instantaneous image classification,https://arxiv.org/pdf/2106.11747.pdf,10.1038/s41586-022-04714-0,2106.11747,W4281845262,7dc01cfc68e26ff1e9d1dd6194d8b55a87a93270
01KS6JQN1K9YPH0W4QNMYCYGX4,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Single pixel wide gamut dynamic color modulation based on graphene micromechanical system,https://arxiv.org/pdf/2106.10857.pdf,10.1364/OE.434381,2106.10857,W3176552256,4e5f811f9978d9dce91013a8c24db61a7ed85d30
01KS6JQTEFGC47W0FSP86X2AJ3,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Non-line-of-sight imaging with picosecond temporal resolution,https://arxiv.org/pdf/2106.15798.pdf,10.1103/PhysRevLett.127.053602,2106.15798,W3175870438,a1969a8f15a0c985ea48e900a1c58a0954dbd9b2
01KS6QTNQPF8BKMQT4R277F8WG,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Quantum-coherent light-electron interaction in an SEM,https://arxiv.org/pdf/2110.00764.pdf,10.1103/PhysRevLett.128.235301,2110.00764,W4281744909,ba38fe01b75d95c97cd2ab36f6161702e775cbe7
01KS6QTSPPT06P78T2QXJVFW3Z,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,A fast and light tool for partially-coherent beamline simulations in fourth generation storage rings based on coherent mode decomposition,https://arxiv.org/pdf/2110.05957.pdf,10.1107/S1600577522008736,2110.05957,W4306708119,0e2c616d6a004f0309ace4ee07d2bcb8ad6bc0d8
01KS6QTV08YXJKFA4KP0A4AKQ3,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Tutorial on laser linewidths,https://arxiv.org/pdf/2110.06965.pdf,10.1364/JOSAB.439882,2110.06965,W3201672428,23e3803db52e6c4f20247f5881b2319bbd372f03
01KS6QTWK00N9NNQRQDM9F1WHB,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Excitons in Bulk and Layered Chromium Tri-Halides: From Frenkel to the Wannier-Mott Limit,https://arxiv.org/pdf/2110.08174.pdf,10.1038/s41699-022-00307-7,2110.08174,W4281297897,8468fbd3f0dfcc8c32db312fe3502b5897396d89
01KS6QTZZ0HNMN9WXGVWPE30NN,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Control of Orbital Angular Momentum Regimen by Modulated Metasurface Leaky-Wave Antennas,https://arxiv.org/pdf/2110.12309.pdf,10.1109/TAP.2022.3191758,2110.12309,W3211295654,9bb46eb479510d547fa556901b73f19c18e6be79
01KS6QV05WBWSHHN9BX1RR5G3P,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Injection Locking of Optoelectronic Oscillators with Large Delay,https://arxiv.org/pdf/2110.12563.pdf,10.1109/JLT.2022.3148480,2110.12563,W3209735397,df4325ed266ad3fc91ce84063ca1f20de0c89a0f
01KS6QV06KV4B3VW0EYG1A8BWA,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Beam smoothing based on prism pair for multistep pulse compressor in PW lasers,https://arxiv.org/pdf/2110.12575.pdf,10.3390/photonics9070445,2110.12575,W3210353880,05b9d1f0e34fa5d41931b1f49291d888ad7f4a5b
01KS6QV0YJ4YKXE8TJ41FDM3YX,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Third Order Modal Exceptional Degeneracy in Waveguides with Glide-Time Symmetry,https://arxiv.org/pdf/2110.14095.pdf,10.1103/PhysRevA.105.052230,2110.14095,W4281667247,72a7f609d2237a029afa3769a72de767ab210372
01KS6QV0ZK6B92R9SQ6V9GDYDC,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Angular-spectrum-dependent interference,https://arxiv.org/pdf/2110.14132.pdf,10.1038/s41377-021-00661-z,2110.14132,W3209470831,e0e2081d0401397a375abf8de7c497236b791b5d
01KS6QV20NGB2V93PG5CDFVHBG,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Advances in mid-infrared spectroscopy enabled by supercontinuum laser sources,https://arxiv.org/pdf/2110.15091.pdf,10.1364/OE.447269,2110.15091,W3210847708,43991e72be60564904fcf037d17ae498edab85e3
01KS6SRZ7KX3CDGSG050SXCD5S,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Optimization of phase-only holograms calculated with scaled diffraction calculation through deep neural networks,https://arxiv.org/pdf/2112.01970.pdf,10.1007/s00340-022-07753-7,2112.01970,W4200635127,
01KS6SRZXK342SN4HGJ4MXRNB5,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Non-Abelian braiding on photonic chips,https://arxiv.org/pdf/2112.01776.pdf,10.1038/s41566-022-00976-2,2112.01776,W4220727631,7b54e07fa07093f90d2c40c9338cac56218e8331
01KS6SS12FDE6PXCEZH41Q45JG,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Imprinting chirality on atoms using synthetic chiral light fields,https://arxiv.org/pdf/2112.02658.pdf,10.1103/PhysRevLett.129.243201,2112.02658,W4311815032,551e5dfe64391b1c96b5f6ab3f65196ce11a9d08
01KS6SS4Q26X0T5CZ7CM803XGT,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Planar chiral metasurfaces with maximal tunable chiroptical response driven by bound states in the continuum,https://arxiv.org/pdf/2112.07122.pdf,10.1038/s41467-022-31877-1,2112.07122,W4285592030,d0bbf821d081934368ea4a4a4ec1ad7f12d5800d
01KS6SS4VZJM4DD5MZ1Z643SRQ,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Molecular polaritonics: Chemical Dynamics under strong Light-Matter Coupling,https://arxiv.org/pdf/2112.07258.pdf,10.1146/annurev-physchem-090519-042621,2112.07258,W4200316547,13aa90602e17177ecf31a013d8bfdec96cbd7294
01KS6SSA4YNVRD1MV50TGRG77K,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Breaking the Rate-Loss Bound of Quantum Key Distribution with Asynchronous Two-Photon Interference,https://arxiv.org/pdf/2112.11635.pdf,10.1103/PRXQuantum.3.020315,2112.11635,W4224297686,3f679438055cf78446a309b75893427bdedaa0d9
01KS6SSARVW6PVQ0B6J099GRTZ,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Introductory Notes on Non-linear Electrodynamics and its Applications,https://arxiv.org/pdf/2112.12118.pdf,10.1002/prop.202200092,2112.12118,W4285085831,04a4fc751816a4db1b6ec4571fbab35adbb711e9
01KS6SSB2156SJFPHH14QT09QV,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Chirp-compensated pulsed titanium-sapphire laser system for precision spectroscopy,https://arxiv.org/pdf/2112.12476.pdf,10.1364/OL.401703,2112.12476,W3088847491,044d5f1bba44ec7361fd11d89eaefb5cef674b2a
01KS6SSB6CDVJR7YDHV6NR4DT4,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Single-mode sapphire fiber Bragg grating,https://arxiv.org/pdf/2112.12671.pdf,10.1364/OE.446664,2112.12671,W4214811175,fcf105d14607743cb69f266391188bd29f9215c6
01KS6SSC4YQDT5G4Y3T9XYX46S,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2021,Ultimate conversion efficiency bound for the forward double-$Λ$ atom-light coupling scheme,https://arxiv.org/pdf/2112.13615.pdf,10.1364/OL.404173,2112.13615,W3090338443,3c0e2ab968a6f47e49d1dd11246694050db2717e
01KS6TY69ECE5KFJ16CFHQYVW4,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,A theoretical perspective on molecular polaritonics,https://arxiv.org/pdf/2201.02827.pdf,10.1021/acsphotonics.2c00048,2201.02827,W4226229165,bb6f9110c1d2a41a681a1cf23c1ae1e5ae972311
01KS6TY7DPSE8545Y1MJW8P2PX,13.0,cluster_representative|topic:metalens,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Solid immersion metalens for directional single molecule emission with high collection efficiency,https://arxiv.org/pdf/2201.04120.pdf,,2201.04120,,c1038421018e30d0055bf0e07c21e1422b4dee28
01KS6TY90F2VDMNQ0N2Q96TE17,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Babinet-Complementary Structures for Implementation of Pseudospin-Polarized Waveguides,https://arxiv.org/pdf/2201.05844.pdf,10.1364/OE.485765,2201.05844,W4379229837,c71a3f6b7b68e8149c3fcc783556e9dcc1564301
01KS6TYACHG5CQNAZZ383DBQN1,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,A Highly Drift-stable Atomic Magnetometer for Fundamental Physics Experiments,https://arxiv.org/pdf/2201.06936.pdf,10.1063/5.0083854,2201.06936,W4221139314,4b9c7374d3b24b4b778f8ac0359d2011a6e2aea1
01KS6TYD1854CT7CMTNTETSNVX,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Quantitative phase and refractive index imaging of 3D objects via optical transfer function reshaping,https://arxiv.org/pdf/2201.08594.pdf,10.1364/OE.454533,2201.08594,W4220675165,fe307162c31b0bd912e188661aca41bf09b3fc37
01KS6TYDTNPP13Y3VKYSSJ4D0M,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Multistep pulse compressor based on single-pass single-grating-pair main compressor,https://arxiv.org/pdf/2201.09157.pdf,10.1017/hpl.2023.5,2201.09157,W4316039486,873cd903ae0569770c80fd02323be475f42a5319
01KS6TYE4X5F26MW8248DN4N58,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,High harmonic spectroscopy of quantum phase transitions in a high-T$_c$ superconductor,https://arxiv.org/pdf/2201.09515.pdf,10.1073/pnas.2207766119,2201.09515,W4297093988,0f8a2a6eea6ff1336d73e5a0604abe7564fdf9dd
01KS6TYEGEH8PGFM6283V7YGP2,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Phase front retrieval and correction of Bessel beams,https://arxiv.org/pdf/2201.09964.pdf,10.1364/OE.454796,2201.09964,W4220781154,94baa3c84cc84659955c670d5c9eabb7268fbfb6
01KS6TYJ11V96EBWWJAT8GHGVN,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Compact Plug and Play Optical Frequency Reference Device Based on Doppler-Free Spectroscopy of Rubidium Vapor,https://arxiv.org/pdf/2201.13431.pdf,10.1364/OE.453942,2201.13431,W4221059373,52f02c92d266389c10bc49537f68973d0c6bfbfb
01KS6TYJ4FCBDE72V3TC9BAQ3H,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Nonlinear optics in gallium phosphide cavities: simultaneous second and third harmonic generation,https://arxiv.org/pdf/2202.00130.pdf,10.1364/JOSAB.455234,2202.00130,W4221156231,6794e99aeff4dfee97bd333d3b5e6475f3897d1e
01KS6TZ0456TRJREBKAJ0H5HEV,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Demonstration of non-Abelian frame charge flow in photonic crystals,https://arxiv.org/pdf/2202.02978.pdf,10.1103/PhysRevX.13.021024,2202.02978,W4376891887,c4918f7660bf287b328de6e06724b38b6f1ab998
01KS6TZ04XR0BJKKESYJ9JGMKW,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Deep-Learning-Aided Extraction of Optical Constants in Scanning Near-Field Optical Microscopy,https://arxiv.org/pdf/2202.02979.pdf,10.1063/5.0139517,2202.02979,W4362666270,9a60886902590217e5ab6265d6c33464744c666c
01KS6TZ0SWWF0MRCK8FEP7FYNX,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Ultrathin quantum light source enabled by a nonlinear van der Waals crystal with vanishing interlayer-electronic-coupling,https://arxiv.org/pdf/2202.03831.pdf,10.1038/s41586-022-05393-7,2202.03831,W4313545642,1eef73ab39917320a858e476a7690eaeebf7522c
01KS6TZ13882XTSQBWW935SCWF,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Geometric phases of light: insights from fibre bundle theory,https://arxiv.org/pdf/2202.04356.pdf,10.1103/RevModPhys.94.031001,2202.04356,W4285802067,a2d3551825d1544db7ed0ca8224ca0e5e9dbc5f9
01KS6TZ1W7NJPV2GDPGE2VNSD8,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Nonlocal effects in temporal metamaterials,https://arxiv.org/pdf/2202.04959.pdf,10.1515/nanoph-2021-0605,2202.04959,W4214502416,f04fe896e0195eef865fe1f8444014c92e4c1ae3
01KS6TZ1XEC1E8PKX7K13HA186,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Floquet-Landau-Zener interferometry: Usefulness of the Floquet theory in pulse-laser-driven systems,https://arxiv.org/pdf/2202.04973.pdf,10.1103/PhysRevResearch.4.033075,2202.04973,W4287447288,dcc82fc421dd37eebf03e4e5e28fa4193e31b218
01KS6TZ44SFH6XAX0DDF1FMY34,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Attaining a strong-field QED signal at laser-electron colliders with optimized focusing,https://arxiv.org/pdf/2202.08251.pdf,10.1103/PhysRevA.106.063512,2202.08251,W4312191465,e5b466211bb90066ce1cf91a20dfb59beb911050
01KS6TZ4NDVQ2BBTH3XXMYFMM4,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Acceleration and adiabatic expansion of multi-state fluorescence from a nanofocus,https://arxiv.org/pdf/2202.08927.pdf,10.1038/s41467-023-38262-6,2202.08927,W4376135435,ef5684e136c9c62ebd4885bab3d6ad54ee02c3d3
01KS6TZ4WN301RKAQXH4YR6WMV,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Reflectarrays and metasurface reflectors as diffraction gratings,https://arxiv.org/pdf/2202.09029.pdf,10.1109/MAP.2023.3236278,2202.09029,W4319878790,3dc0c9867ef92751ef585bb790da467a4f723919
01KS6TZ75J6K66A3S0Z6BDQEA2,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Tracking moving objects through scattering media via speckle correlations,https://arxiv.org/pdf/2202.10804.pdf,10.1038/s41467-022-33470-y,2202.10804,W4298619661,97a103451257fb95d0b109b118f4b05e1f92e6a9
01KS6TZT14S1BD8QQZ6F31YXD3,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Ultrahigh Dynamic Range and Low Noise Figure Programmable Integrated Microwave Photonic Filter,https://arxiv.org/pdf/2203.04724.pdf,10.1038/s41467-022-35485-x,2203.04724,W4312066466,ff589e4a17a4e88ffa0905792eeca98aa4b81c52
01KS6TZV113XRCPFSZC2MRP92H,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,All-optical switching on the nanometer scale excited and probed with femtosecond extreme ultraviolet pulses,https://arxiv.org/pdf/2203.04996.pdf,10.1021/acs.nanolett.2c01060,2203.04996,W4221139503,552ce870ab7da3a86526144fcf85e38e3be3e0d1
01KS6TZVGVMKED0P4G0Y5MMZT2,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Quantum yield of an emitter proximate to nanostructures: a quantitative understanding,https://arxiv.org/pdf/2203.05546.pdf,,2203.05546,,b75bdac7e86e80dd84edb780a4ba2ab417fdf4ad
01KS6TZVH6BEV482BG8GVW22MD,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Floquet-Engineered Nonlinearities and Controllable Pair-Hopping Processes: From Optical Kerr Cavities to Correlated Quantum Matter,https://arxiv.org/pdf/2304.05865.pdf,10.1103/PRXQuantum.4.040327,2304.05865,W4388759874,5b386c0aafe3401292d64e9d851fb30bb1cd6608
01KS6TZX7WJXZPW4XYFV1TX533,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Probing the bulk plasmon continuum of layered materials through electron energy loss spectroscopy in a reflection geometry,https://arxiv.org/pdf/2203.07393.pdf,10.1103/PhysRevB.106.155152,2203.07393,W4307639710,654be68b5baa6eb8f214da9f02e425bc7d0401c4
01KS6V0399QJ8R115B38MRDT02,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Bond-Selective Intensity Diffraction Tomography,https://arxiv.org/pdf/2203.13630.pdf,10.1038/s41467-022-35329-8,2203.13630,W4311759581,d4a11dbce1bb6bac340df3d971c61ad87f382328
01KS6V05PWPKAXW0BNXCBM6FVF,13.0,future edge target|future_endpoint,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Photo-induced cascaded harmonic and comb generation in silicon nitride microresonators,https://arxiv.org/pdf/2203.15889.pdf,,2203.15889,,fb8f447af46b08f412b9efd23551da1a6037982a
01KS6V065KDBP7KWQBFSR5VWAH,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Multidimensional hyperspin machine,https://arxiv.org/pdf/2203.16190.pdf,10.1038/s41467-022-34847-9,2203.16190,W4310060202,a1de4132e0d5b01d50e8299d61e90b0f71c21c1e
01KS6V071YX3EJ9JST0TX65ZX7,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Optical response of two-dimensional Dirac materials with a flat band,https://arxiv.org/pdf/2203.17161.pdf,10.1103/PhysRevB.105.155405,2203.17161,W4223643284,0f3957865f89820a8a9706552e2d1675ce13b4da
01KS6V0N3PQZHEPCVKRGRRQHC7,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Energy-band echoes: Time-reversed light emission from optically driven quasiparticle wavepackets,https://arxiv.org/pdf/2204.02753.pdf,10.1103/PhysRevResearch.4.043155,2204.02753,W4310438812,e4d3a04676c5b7f4454955b449aefd2eb59de07d
01KS6V0P55V7NTQGSD91A1AVHZ,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Phase Retrieval: From Computational Imaging to Machine Learning,https://arxiv.org/pdf/2204.03554.pdf,10.1109/MSP.2022.3219240,2204.03554,W4313525046,d4b98ac0d372d719e3ba94cf3600fcd07ad58189
01KS6V0QGMG7H0S9H6XYKQRJ53,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Deflectometry for specular surfaces: an overview,https://arxiv.org/pdf/2204.11592.pdf,,2204.11592,,e7bfbabec6c50932af0b8350814869fc173a319d
01KS6V0R3XMY27TY9H9X6AFAQ5,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Paraxial Sharp-Edge Diffraction: A General Computational Approach,https://arxiv.org/pdf/2204.05685.pdf,10.1364/OE.462160,2204.05685,W4281997765,bab03d6bd4d0936fff8cc7b46f765d76259cb51e
01KS6V0RDPZREQ7ARSB7MMXBA8,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Spectral Switch Anomalies in Sagnac Interferometer with respect to Galilean Frame,https://arxiv.org/pdf/2204.06190.pdf,10.1364/JOSAA.468755,2204.06190,W4297338778,26c158ea0b5513e6cf084f5511aff733a1c8aa89
01KS6V1BA4PVDTY6SYE8X6PFC3,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Multipolar theory of bianisotropic response,https://arxiv.org/pdf/2205.01082.pdf,10.1103/PhysRevB.107.L041304,2205.01082,W4318702681,f7adf62d754c6eb1c906e4f52161b88800ee3015
01KS6V1BCYGTY2W8NQHB4PEGDT,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Ultrafast imaging of polariton propagation and interactions,https://arxiv.org/pdf/2205.01176.pdf,10.1038/s41467-023-39550-x,2205.01176,W4382651760,e26d4356574fff9d1074211fdfb48f1bd7c10389
01KS6V1D0AGK69Z1JKT112GRVJ,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Ab initio theory of free-carrier absorption in semiconductors,https://arxiv.org/pdf/2205.02768.pdf,10.1103/PhysRevB.106.205203,2205.02768,W4229028509,2b5576bf8dba81727f8a702d626c48b5d5ed8b4d
01KS6V1DTVPH03FR1X9G0S7ZAV,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Antiferromagnetic real-space configuration probed by dichroism in scattered x-ray beams with orbital angular momentum,https://arxiv.org/pdf/2205.03475.pdf,10.1103/PhysRevB.107.L060407,2205.03475,W4320914796,9b83d13f52e7363557ece0cab885997b13b6ed7d
01KS6V1ENGS0TJCY53CK2JTX44,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Doping and gap-size dependence of high-harmonic generation in graphene : Importance of consistent formulation of light-matter coupling,https://arxiv.org/pdf/2205.04115.pdf,10.1103/PhysRevB.106.035204,2205.04115,W4280509362,8edff044c4ca89056415dd2488e64d23a40f9188
01KS6V1H4A1NGFZ481S45BVPY5,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Unveiling the mixed nature of polaritonic transport: From enhanced diffusion to ballistic motion approaching the speed of light,https://arxiv.org/pdf/2205.06683.pdf,10.1038/s41563-022-01463-3,2205.06683,W4316507355,38cc8d863a785a5b543e1891ad370a4762ae96f0
01KS6V1HV6Q51CBV0CBRE0Z94B,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Inverse design of nano-photonic wavelength demultiplexer with a deep neural network approach,https://arxiv.org/pdf/2206.07114.pdf,10.1364/OE.462038,2206.07114,W4283021892,50a1dd0ffc5b8702634fe9d0b4bdbda778e4d1b6
01KS6V1JSF677V1FC7F3KYB7XD,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Experimentally realized in situ backpropagation for deep learning in nanophotonic neural networks,https://arxiv.org/pdf/2205.08501.pdf,10.1126/science.ade8450,2205.08501,W4367173722,be6db6fab0943fd776a33e840310e60f6ebc5355
01KS6V1MN4V7APBYEJF1RVWDEE,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,A practical guide to electromagnetically induced transparency in atomic vapor,https://arxiv.org/pdf/2205.10959.pdf,10.1088/1367-2630/acbc40,2205.10959,W4320891322,3883410ed98859b56ac2d0e2f9b80e4c1878b385
01KS6V26DPHQ9MVFMP7T0WS0XV,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Evaluation of Twisted Gaussian Schell Model beams produced with phase randomized coherent fields,https://arxiv.org/pdf/2206.02693.pdf,10.1088/2040-8986/ac8562,2206.02693,W4288686318,46e3bed6875210dcf7f1a70570c8e15d6148275a
01KS6V284WKA2S08MFDE30XSTH,13.0,branch_split_driver,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2022,Up-conversion detection of mid-infrared light carrying orbital angular momentum,https://arxiv.org/pdf/2206.04849.pdf,10.1088/1674-1056/ac6eda,2206.04849,W4280499884,a487fd8f0a8738ce2fd24ad3f378d8ea35255778
